code,class,session,id
b <- melt(cta$se),data cleaning,324950942071155e8,434
a$se <- b$value,evaluation,324950942071155e8,434
"filterXbyOptimTheta <- function(X, thetaVec, k) {     theta = matrix(thetaVec, k)     guess = apply(X, 1, function(row) t(row) %*% matrix(thetaVec,          k) %*% row)     o <- optim(fn = cfLamda(X, y, k), par = runif(k * k), method = ""CG"")     X = as.matrix(lnc.pca.df[1:n, 1:k - 1])     X = cbind(rep(1, dim(X)[1]), X)     y = as.matrix(lnc.pca.df[1:n, 33])     guess = apply(X, 1, function(row) t(row) %*% matrix(o$par,          k) %*% row)     df <- data.frame(x = guess, ellipse = guess, y = y, label = y)     ggplot(df, aes(x = log(x), fill = factor(y))) + geom_density(alpha = I(0.6))     df.plot <- plotDistanceAwayRatio(df, label = y)     ggplot(df.plot, aes(y = prec, x = sens)) + geom_point() +          xlim(0, 1) + ylim(0, 1) + theme_bw() + geom_smooth() }",modeling,510335135739297e8,430
"ggplot(a, aes(x = Var2, y = value)) + geom_line() + facet_grid(Var1 ~      .) + geom_errorbar(aes(ymax = value + se, ymin = value -      se))",visualization,324950942071155e8,434
"filterXbyOptimTheta_getGuess <- function(X, thetaVec, k) {     theta = matrix(thetaVec, k)     guess = apply(X, 1, function(row) t(row) %*% matrix(thetaVec,          k) %*% row) }",modeling,510335135739297e8,430
"sigb <- subset(sig, pnest_egcut > -log10(0.05/380) | pnest_fehr >      -log10(0.05/380))",data cleaning,324950942071155e8,434
"pdf(""~/repo/eQTL-2D/analysis/images/ADK.pdf"", width = 15, height = 15)",export,324950942071155e8,434
"plotDistanceAwayRatio <- function(df, label, exprCols, df.center = suppressMessages(melt(ddply(df[exprCols],      .(), numcolwise(mean)))[[""value""]]), rand = FALSE, ellipse = TRUE) {     df[[""withinSubset""]] = label     if (rand == TRUE) {         df[[""rand""]] = runif(length(df[[""withinSubset""]]))         df[[""withinSubset""]] = df[order(df[[""rand""]]), ""withinSubset""]     }     if (ellipse == TRUE) {         df[[""dist""]] = df[[""ellipse""]]     }     else {         df[[""dist""]] = apply(df[exprCols], 1, function(x) sqrt(sum((x -              df.center)^2)))     }     dfo = df[order(max(df$dist) - df$dist), ]     dfo[[""TP""]] = cumsum(dfo$withinSubset)     dfo[[""predict""]] = seq_along(dfo$withinSubset)     dfo[[""P""]] = sum(dfo$withinSubset)     dfo[[""totalMembers""]] = length(dfo$withinSubset)     dfo[[""N""]] = dfo[[""totalMembers""]] - dfo[[""P""]]     dfo.stats = within(dfo, {         FP = predict - TP         TN = (totalMembers - predict) - (P - TP)         FN = P - TP         sens = TP/(TP + FN)         prec = TP/(TP + FP)         TPR = TP/P         FPR = FP/N         FNR = FN/P         TNR = TN/N         Fscore = (2 * prec * sens)/(prec + sens)         accuracy = (TP + TN)/(P + N)         errorRate = (FP + FN)/(P + N)         label = withinSubset     })     dfo.stats[c(""predict"", ""totalMembers"", ""P"", ""N"", ""TP"", ""FP"",          ""TN"", ""FN"", ""sens"", ""prec"", ""TPR"", ""FPR"", ""FNR"", ""TNR"",          ""Fscore"", ""accuracy"", ""errorRate"", ""dist"", ""label"")] }",visualization,510335135739297e8,430
"plot3dProbe(sig, ""ADK"", xmat, resphen, z = 45)",visualization,324950942071155e8,434
"main <- function() {     lnc.pca.df <- getPcaData()     lnc.pca.df <- lnc.pca.df[order(lnc.pca.df$label, decreasing = TRUE),          ]     k = 8     n = 1500     yCount = length(which(lnc.pca.df$label == 1))     dataSample = c(1:94, sample(94:length(lnc.pca.df$label),          (n - yCount)))     dataSample = 1:n     X = as.matrix(lnc.pca.df[dataSample, 1:k - 1])     X = cbind(rep(1, dim(X)[1]), X)     y = as.matrix(lnc.pca.df[dataSample, 33])     X.full = as.matrix(lnc.pca.df[, 1:k - 1])     X.full = cbind(rep(1, dim(X.full)[1]), X.full)     y.full = as.matrix(lnc.pca.df[, 33])     thetaGuess = runif(k * k)     zeroGuess = rep(0, k * k)     o <- optim(fn = cfLambda(X, y, k), gr = gfLambda(X, y, k),          par = matrix(runif(k * k), k), method = ""CG"")     results.df <- data.frame(trial = 1:100, cost = rep(0, 100))     best.cost = 1e+06     best.theta = matrix(runif(k * k), k)     for (i in 1:20) {         print(i)         local = optim(fn = cfLambda(X, y, k), par = matrix(runif(k *              k), k), method = ""BFGS"")         results.df$trial[i] = i         results.df$cost[i] = local$value         if (local$value < best.cost) {             best.cost = local$value             best.theta = local$par         }     }     dfo = plotDistanceAwayRatio(df = as.data.frame(X.full), label = y.full,          exprCols = 1:k, ellipse = FALSE)     dfo$type = ""circle""     guess = apply(X.full, 1, function(row) t(row) %*% matrix(best.theta,          k) %*% row)     df = data.frame(x = guess, ellipse = guess, y = y.full, label = y.full)     df.plot = plotDistanceAwayRatio(df, label = y.full)     df.plot$type = ""ellipse""     df.random = plotDistanceAwayRatio(df, label = sample(y.full,          length(y.full)))     df.random$type = ""randomLabel""     df.comb = rbind(dfo, df.plot)     ggplot(df.comb, aes(y = prec, x = sens)) + geom_point() +          xlim(0, 1) + ylim(0, 1) + theme_bw() + geom_smooth() +          facet_wrap(~type) + ggtitle(paste(""Log Reg: rows ="",          n, ""cols="", k, ""\nPCA data used""))     ggsave(""~/Desktop/ellipse2.pdf"", height = 4, width = 6)     df.comb.roc = rbind(dfo, df.plot, df.random)     ggplot(df.comb.roc, aes(x = FPR, y = TPR, color = type)) +          geom_line() + geom_point() + theme_bw() + geom_abline(slope = 1) +          ggtitle(""ROC Curve of radius based prediction on pca\n"") +          xlab(""False Positive Rate"") + ylab(""True Positive Rate"")     ggsave(file = ""~/Desktop/ellipse-roc1.pdf"", height = 4, width = 5) }",data cleaning,510335135739297e8,430
dev.off(),evaluation,324950942071155e8,434
"load(""~/repo/eQTL-2D/data/probeinfo_all.RData"")",import,324950942071155e8,434
"load(""~/repo/eQTL-2D/filtering/marginal_lists/marginal_list.RData"")",import,324950942071155e8,434
"runLogReg = function(lncDf, outdir = ""~/Desktop/testPCA"", cols,      iter = 10, debug = FALSE, titleMsg = """", filebase = """") {     k <- length(cols) + 1     n <- dim(lncDf)[1]     if (!file.exists(outdir)) {         dir.create(outdir, recursive = TRUE)     }     makeOutFile <- function(x) {         outfile <- paste(paste(outdir, filebase, sep = ""/""),              x, sep = """")         print(paste(""making"", outfile))         gsub("" "", """", outfile)     }     titleWithBanner <<- function(x) paste(titleMsg, x, sep = ""\n"")     yCount <- length(which(lncDf$label == 1))     X <- as.matrix(lncDf[, cols])     X <- cbind(rep(1, dim(X)[1]), X)     y <- as.matrix(lncDf[, ""label""])     X[, 1] <- 1     thetaGuess <- runif(k * k)     zeroGuess <- rep(0, k * k)     o <- optim(fn = cfLambda(X, y, k), gr = gfLambdaIterate(X,          y, k), par = matrix(runif(k * k), k), method = ""BFGS"")     o$value     o <- optim(fn = cfLambda(X, y, k), gr = gfLambda(X, y, k),          par = matrix(thetaGuess, k), method = ""BFGS"")     results.df <- data.frame(trial = 1:100, cost = rep(0, 100))     best.cost = 1e+06     best.theta = matrix(runif(k * k), k)     for (i in 1:iter) {         print(i)         local = optim(fn = cfLambda(X, y, k), par = matrix(-runif(k *              k), k), method = ""BFGS"")         results.df$trial[i] = i         results.df$cost[i] = local$value         if (local$value < best.cost) {             best.cost = local$value             best.theta = local$par         }     }     if (""o"" %in% ls() && debug == TRUE) {         best.cost = o$value         best.theta = o$par     }     dfo.circle = plotDistanceAwayRatio(df = as.data.frame(X),          label = y, exprCols = 1:k, ellipse = FALSE)     dfo.circle$type = ""circle""     guess = filterXbyOptimTheta_getGuess(X, best.theta, k)     df.ellipse.tmp = data.frame(x = guess, ellipse = guess, y = y,          label = y)     df.ellipse = plotDistanceAwayRatio(df.ellipse.tmp, label = y,          exprCols = 1:k, ellipse = TRUE)     df.ellipse$type = ""ellipse""     df.random.tmp = data.frame(x = guess, ellipse = guess, y = y,          label = y)     df.random = plotDistanceAwayRatio(df.random.tmp, label = sample(y,          length(y)))     df.random$type = ""randomLabel""     df.comb = rbind(dfo.circle, df.ellipse)     ggplot(df.comb, aes(y = prec, x = sens)) + geom_point() +          xlim(0, 1) + ylim(0, 1) + theme_bw() + geom_smooth() +          facet_wrap(~type) + ggtitle(paste(titleMsg, ""Precision/Sensitivity Curve for logistic regression"",          sep = ""\n""))     ggsave(makeOutFile(""elipse.pdf""), height = 4, width = 6)     df.comb.roc = rbind(df.comb, df.random)     ggplot(df.comb.roc, aes(x = FPR, y = TPR, color = type)) +          geom_line() + geom_point() + theme_bw() + geom_abline(slope = 1) +          ggtitle(paste(titleMsg, ""ROC Curve of radius based prediction on pca\n"",              sep = ""\n"")) + xlab(""False Positive Rate"") + ylab(""True Positive Rate"")     ggsave(makeOutFile(""elipse-ROC.pdf""), height = 4, width = 5) }",modeling,510335135739297e8,430
"temp <- subset(probeinfo_all, select = c(PROBE_ID, ILMN_GENE))",data cleaning,324950942071155e8,434
"runLogRegTheta = function(X, k, y, cols, iter = 10, reg = FALSE,      lambda = 1) {     if (TRUE == reg) {         costFunction <- cfLambdaReg(X, y, k, lambda)     }     else {         costFunction <- cfLambda(X, y, k)     }     thetaGuess <- runif(k * k)     zeroGuess <- rep(0, k * k)     results.df <- data.frame(trial = 1:100, cost = rep(0, 100))     best.cost = 1e+06     best.theta = matrix(runif(k * k), k)     for (i in 1:iter) {         print(i)         local = optim(fn = costFunction, par = matrix(-runif(k *              k), k), method = ""BFGS"")         results.df$trial[i] = i         results.df$cost[i] = local$value         if (local$value < best.cost) {             best.cost = local$value             best.theta = local$par         }     }     best.theta }",modeling,510335135739297e8,430
"marginal_list <- merge(marginal_list, temp, by.x = ""probename"",      by.y = ""PROBE_ID"", all.x = T)",data cleaning,324950942071155e8,434
"testTheta <- function(X, k, y, cols, theta) {     predictLabel <- ifelse(apply(X, 1, function(x) {         t(x) %*% theta %*% x     }) < 0, 0, 1)     predictY <- ifelse(predictLabel == y, 1, 0)     sum(predictY)/length(predictY) }",evaluation,510335135739297e8,430
"subset(marginal_list, snp %in% c(""rs2395095"", ""rs10824092""))",data cleaning,324950942071155e8,434
"testThetaTPR <- function(X, k, y, cols, theta) {     predictLabel <- ifelse(apply(X, 1, function(x) {         t(x) %*% theta %*% x     }) < 0, 0, 1)     predictY <- ifelse(predictLabel == y, 1, 0)     sum(predictY[which(y == 1)])/length(predictY[which(y == 1)]) }",evaluation,510335135739297e8,430
"plot3dProbe(sig, ""CTSC"", xmat, resphen, z = 135)",evaluation,324950942071155e8,434
"testThetaStats <- function(X, k, y, cols, theta) {     probs <- sigmoid(apply(X, 1, function(x) {         t(x) %*% theta %*% x     }))     AUC <- calcAUC(probs, y)     predictLabel <- ifelse(apply(X, 1, function(x) {         t(x) %*% theta %*% x     }) < 0, 0, 1)     predictY <- ifelse(predictLabel == y, 1, 0)     TP <- length(which(predictY == 1 & y == 1))     TN <- length(which(predictY == 1 & y == 0))     FN <- length(which(predictY == 0 & y == 1))     FP <- length(which(predictY == 0 & y == 0))     list(TP = TP, TN = TN, FN = FN, FP = FP, AUC = AUC) }",evaluation,510335135739297e8,430
"a <- as.data.frame(do.call(rbind, sig$vc))",data cleaning,324950942071155e8,434
sig$varA <- a$.a + a$a.,evaluation,324950942071155e8,434
"trainAndTestLogReg <- function(lncDf, ratio, cols, mainEffects = TRUE,      reg = FALSE, lambda = 1, iter = 1, glmTypeOutput = FALSE) {     if (ratio >= 1) {         stop(""trainAndTestLogReg must have a ratio < 1"")     }     if (sum(y) < 2) {         stop(""trainAndTestLogReg must have sum(y == 1) >= 2"")     }     totalCount = dim(lncDf)[1]     k <- length(cols) + 1     n <- dim(lncDf)[1]     yCount <- length(which(lncDf$label == 1))     X <- as.matrix(lncDf[, cols])     X <- cbind(rep(1, dim(X)[1]), X)     y <- as.matrix(lncDf[, ""label""])     if (TRUE == mainEffects) {         X[, 1] <- 1     }     else {         X <- X[, -1]         k <- k - 1     }     X <- X/max(X)     train <- getTrainFromY(y, ratio)     theta <- matrix(runNLM(X[train, ], y[train], k, reg, lambda)$estimate,          k)     probs <- sigmoid(apply(X[-train, ], 1, function(x) {         t(x) %*% theta %*% x     }))     if (glmTypeOutput) {         getStatsFromGlmModel(probs, y[-train], knn = FALSE)     }     else {         AUC <- try(getStatsFromGlmModel(probs, y[-train], knn = FALSE)$AUC)         if (""try-error"" %in% class(AUC)) {             warning(""problem in trainAndTestLogReg see line 579 "")             return(list(R = NA, TPR = NA, TP = NA, TN = NA, FP = NA,                  FN = NA, AUC = NA))         }         four <- testThetaStats(X, k, y, cols, theta)         list(R = testTheta(X[-train, ], k, y[-train], cols, theta),              TPR = testThetaTPR(X[-train, ], k, y[-train], cols,                  theta), TP = four$TP, TN = four$TN, FP = four$FP,              FN = four$FN, AUC = AUC)     } }",modeling,510335135739297e8,430
sig$varD <- a$.d + a$d.,evaluation,324950942071155e8,434
"mainTest <- function() {     k = 3     n = 100     n0 = 1     X = cbind(rep(1, dim(X)[1]), X)     X = as.matrix(lnc.pca.df[n0:n, 1:k])     y = as.matrix(lnc.pca.df[n0:n, 33])     thetaGuess = runif(k * k)     zeroGuess = rep(0, k * k) }",modeling,510335135739297e8,430
"test1 = function(outdir = ""/home/wespisea/work/research/researchProjects/encode/encode-manager/plots/fullAnalysisExperiment/test/logReg/sampleData/"") {     if (!file.exists(outdir)) {         dir.create(outdir)     }     nn = 1000     lower.df = data.frame(x0 = rep(1, nn), x1 = runif(nn) * 2 -          1, x2 = runif(nn) * 2 - 1, y = rep(0, nn))     lower.df$dist <- apply(lower.df, 1, function(x) sqrt(x[[""x2""]]^2 +          x[[""x1""]]^2))     lower.df <- lower.df[which(lower.df$dist < 1), ]     lowerMax = ifelse(dim(lower.df)[1] > 100, 100, dim(lower.df)[1])     upper.df = data.frame(x0 = rep(1, nn), x1 = runif(nn) * 3 -          1.5, x2 = runif(nn) * 3 - 1.5, y = rep(1, nn))     upper.df$dist <- apply(upper.df, 1, function(x) sqrt(x[[""x2""]]^2 +          x[[""x1""]]^2))     upper.df <- upper.df[which(upper.df$dist < 1.5 & upper.df$dist >          1), ]     upperMax = ifelse(dim(upper.df)[1] > 100, 100, dim(upper.df)[1])     X.df = rbind(lower.df[1:lowerMax, ], upper.df[1:upperMax,          ])     X.test = as.matrix(X.df[, 1:3])     y.test = X.df$y     k.test = 3     train = sample(seq_along(X.df$y), 0.7 * length(X.df$y))     ggplot(X.df, aes(x1, x2, color = factor(y))) + geom_point() +          theme_bw() + ggtitle(""data"")     ggsave(paste(outdir, ""dataPlot.pdf""))     ggplot(X.df[train, ], aes(x1, x2, color = factor(y))) + geom_point() +          theme_bw() + ggtitle(""Training data"")     ggsave(paste(outdir, ""dataPlot-train.pdf""))     ggplot(X.df[-train, ], aes(x1, x2, color = factor(y))) +          geom_point() + theme_bw() + ggtitle(""Testing data"")     ggsave(paste(outdir, ""dataPlot-test.pdf""))     theta = matrix(runNLM(X[train, ], y.test[train], k = 3, reg = TRUE,          0)$estimate, 3)     X.df$predict <- ifelse(apply(X, 1, function(x) t(x) %*% matrix(theta,          3) %*% x) < 0, 0, 1)     X.df$correct <- ifelse(X.df$predict == X.df$y, 1, 0)     trainR = sum(X.df[train, ""correct""])/dim(X.df[train, ])[1]     ggplot(X.df[train, ], aes(x1, x2, color = factor(y), size = 1 -          correct)) + geom_point() + theme_bw() + ggtitle(paste(""test performance -- wrong points are large\nR="",          trainR, sep = """"))     ggsave(paste(outdir, ""dataPlot-test-Incorrect.pdf""))     testR = sum(X.df[-train, ""correct""])/dim(X.df[-train, ])[1]     ggplot(X.df[-train, ], aes(x1, x2, color = factor(y), size = 1 -          correct)) + geom_point() + theme_bw() + ggtitle(paste(""test performance -- wrong points are large\nR="",          testR, sep = """"))     ggsave(paste(outdir, ""dataPlot-test-Incorrect.pdf""))     analysis.df <- data.frame(expand.grid(x1 = seq(-2, 2, by = 0.1),          x2 = seq(-2, 2, by = 0.1)))     analysis.df$x0 <- 1     theta <- matrix(runNLM(X[train, ], y.test[train], k = 3,          reg = TRUE, 0)$estimate, 3)     analysis.df$predict <- ifelse(apply(as.matrix(analysis.df[c(""x0"",          ""x1"", ""x2"")], ), 1, function(x) t(x) %*% matrix(theta,          3) %*% x) < 0, 0, 1)     ggplot(analysis.df, aes(x1, x2, fill = factor(predict))) +          geom_tile() + theme_bw() + ggtitle(""Decision boundary for training\nLambda = 0"")     ggsave(paste(outdir, ""dataPlot-decisionBoundary-lambda=0.pdf""))     analysis.df <- data.frame(expand.grid(x1 = seq(-2, 2, by = 0.1),          x2 = seq(-2, 2, by = 0.1)))     analysis.df$x0 <- 1     theta <- matrix(runNLM(X[train, ], y.test[train], k = 3,          reg = TRUE, 10)$estimate, 3)     analysis.df$predict <- ifelse(apply(as.matrix(analysis.df[c(""x0"",          ""x1"", ""x2"")], ), 1, function(x) t(x) %*% matrix(theta,          3) %*% x) < 0, 0, 1)     ggplot(analysis.df, aes(x1, x2, fill = factor(predict))) +          geom_tile() + theme_bw() + ggtitle(""Decision boundary for training\nLambda = 10"")     ggsave(paste(outdir, ""dataPlot-decisionBoundary-lambda=10.pdf""))     analysis.df <- data.frame(expand.grid(x1 = seq(-2, 2, by = 0.1),          x2 = seq(-2, 2, by = 0.1)))     analysis.df$x0 <- 1     theta <- matrix(runNLM(X[train, ], y.test[train], k = 3,          reg = TRUE, 50)$estimate, 3)     analysis.df$predict <- ifelse(apply(as.matrix(analysis.df[c(""x0"",          ""x1"", ""x2"")], ), 1, function(x) t(x) %*% matrix(theta,          3) %*% x) < 0, 0, 1)     ggplot(analysis.df, aes(x1, x2, fill = factor(predict))) +          geom_tile() + theme_bw() + ggtitle(""Decision boundary for training\nLambda = 50"")     ggsave(paste(outdir, ""dataPlot-decisionBoundary-lambda=50.pdf"")) }",visualization,510335135739297e8,430
"test2 = function(outdir = ""/home/wespisea/work/research/researchProjects/encode/encode-manager/plots/fullAnalysisExperiment/test/logReg/sampleData2/"") {     if (!file.exists(outdir)) {         dir.create(outdir)     }     xval = 1     nn = 1000     lower.df = data.frame(x0 = rep(xval, nn), x1 = runif(nn) *          0.5 - 0.25, x2 = runif(nn) * 0.5 - 0.25, y = rep(0, nn))     lower.df$dist <- apply(lower.df, 1, function(x) sqrt(x[[""x2""]]^2 +          x[[""x1""]]^2))     lower.df <- lower.df[which(lower.df$dist < 1), ]     lowerMax = ifelse(dim(lower.df)[1] > 200, 200, dim(lower.df)[1])     ones = 200     upper.df = data.frame(x0 = rep(xval, ones), x1 = runif(ones) *          0.5, x2 = runif(ones) * 0.5, y = rep(1, ones))     upper.df[1:50, ""x2""] <- upper.df[1:50, ""x2""] + 1     upper.df[1:50, ""x1""] <- upper.df[1:50, ""x1""] - 0.25     upper.df[51:100, ""x2""] <- upper.df[51:100, ""x2""] - 1.5     upper.df[51:100, ""x1""] <- upper.df[51:100, ""x1""] - 0.25     upper.df[101:150, ""x1""] <- upper.df[101:150, ""x1""] + 1     upper.df[101:150, ""x2""] <- upper.df[101:150, ""x2""] - 0.25     upper.df[151:200, ""x1""] <- upper.df[151:200, ""x1""] - 1.5     upper.df[151:200, ""x2""] <- upper.df[151:200, ""x2""] - 0.25     upper.df$dist = 0     X.df = rbind(lower.df[1:200, ], upper.df)     X.test = as.matrix(X.df[, c(""x0"", ""x1"", ""x2"")])     y.test = X.df$y     k.test = 3     train = 1:300     ggplot(X.df, aes(x1, x2, color = factor(y))) + geom_point() +          theme_bw() + ggtitle(""data"") + xlim(-2, 2) + ylim(-2,          2)     ggsave(paste(outdir, ""dataPlot.pdf""))     ggplot(X.df[train, ], aes(x1, x2, color = factor(y))) + geom_point() +          theme_bw() + ggtitle(""Training data"") + xlim(-2, 2) +          ylim(-2, 2)     ggsave(paste(outdir, ""dataPlot-train.pdf""))     ggplot(X.df[-train, ], aes(x1, x2, color = factor(y))) +          geom_point() + theme_bw() + ggtitle(""Testing data"") +          xlim(-2, 2) + ylim(-2, 2)     ggsave(paste(outdir, ""dataPlot-test.pdf""))     theta = matrix(runNLM(X.test[train, ], y.test[train], k = 3,          reg = TRUE, 0)$estimate, 3)     X.df$predict <- ifelse(apply(X.test, 1, function(x) t(x) %*%          matrix(theta, 3) %*% x) < 0, 0, 1)     X.df$correct <- ifelse(X.df$predict == X.df$y, 1, 0)     trainR = sum(X.df[train, ""correct""])/dim(X.df[train, ])[1]     ggplot(X.df[train, ], aes(x1, x2, color = factor(y), size = 1 -          correct)) + geom_point() + theme_bw() + ggtitle(paste(""test performance -- wrong points are large\nR="",          trainR, sep = """")) + xlim(-2, 2) + ylim(-2, 2)     ggsave(paste(outdir, ""dataPlot-train-Incorrect.pdf""))     testR = sum(X.df[-train, ""correct""])/dim(X.df[-train, ])[1]     ggplot(X.df[-train, ], aes(x1, x2, color = factor(y), size = 1 -          correct)) + geom_point() + theme_bw() + ggtitle(paste(""test performance -- wrong points are large\nR="",          testR, sep = """")) + xlim(-2, 2) + ylim(-2, 2)     ggsave(paste(outdir, ""dataPlot-test-Incorrect.pdf""))     analysis.df <- data.frame(expand.grid(x1 = seq(-2, 2, by = 0.1),          x2 = seq(-2, 2, by = 0.05)))     analysis.df$x0 <- xval     theta <- matrix(runNLM(X.test[train, ], y.test[train], k = 3,          reg = TRUE, 0)$estimate, 3)     analysis.df$predict <- ifelse(apply(as.matrix(analysis.df[c(""x0"",          ""x1"", ""x2"")], ), 1, function(x) t(x) %*% matrix(theta,          3) %*% x) < 0, 0, 1)     ggplot(analysis.df, aes(x1, x2, fill = factor(predict))) +          geom_tile() + theme_bw() + ggtitle(""Decision boundary for training\nLambda = 0"") +          xlim(-2, 2) + ylim(-2, 2)     ggsave(paste(outdir, ""dataPlot-decisionBoundary-lambda=0.pdf""))     analysis.df <- data.frame(expand.grid(x1 = seq(-2, 2, by = 0.1),          x2 = seq(-2, 2, by = 0.05)))     analysis.df$x0 <- xval     analysis.df$dist <- apply(analysis.df, 1, function(x) sqrt(x[[""x2""]]^2 +          x[[""x1""]]^2))     theta <- matrix(runNLM(X.test[train, ], y.test[train], k = 3,          reg = TRUE, 10)$estimate, 3)     analysis.df$predict <- ifelse(apply(as.matrix(analysis.df[c(""x0"",          ""x1"", ""x2"")], ), 1, function(x) t(x) %*% matrix(theta,          3) %*% x) < 0, 0, 1)     analysis.df$val <- apply(as.matrix(analysis.df[c(""x0"", ""x1"",          ""x2"")], ), 1, function(x) t(x) %*% matrix(theta, 3) %*%          x)     ggplot(analysis.df, aes(x1, x2, fill = factor(predict))) +          geom_tile() + theme_bw() + ggtitle(""Decision boundary for training\nLambda = 10"") +          xlim(-2, 2) + ylim(-2, 2)     ggsave(paste(outdir, ""dataPlot-decisionBoundary-lambda=10.pdf""))     analysis.df <- data.frame(expand.grid(x1 = seq(-10, 10, by = 0.1),          x2 = seq(-10, 10, by = 0.05)))     analysis.df$x0 <- xval     theta <- matrix(runNLM(X.test[train, ], y.test[train], k = 3,          reg = TRUE, 50)$estimate, 3)     analysis.df$predict <- ifelse(apply(analysis.df[c(""x0"", ""x1"",          ""x2"")], 1, function(x) t(x) %*% matrix(theta, 3) %*%          x) < 0, 0, 1)     ggplot(analysis.df, aes(x1, x2, fill = factor(predict))) +          geom_tile() + theme_bw() + ggtitle(""Decision boundary for training\nLambda = 50"") +          xlim(-2, 2) + ylim(-2, 2)     ggsave(paste(outdir, ""dataPlot-decisionBoundary-lambda=50.pdf"")) }",visualization,510335135739297e8,430
"runNLM <- function(X, y, k, reg, lambda, useGradient = TRUE) {     if (TRUE == reg) {         dim(X)         a <- cfLambdaReg(X, y, k, lambda)         b <- gfLambdaReg(X, y, k, lambda)     }     else {         a <- cfLambdaT(X, y, k)         b <- gfLambdaT(X, y, k)     }     if (useGradient) {         fgh <- function(x) {             res <- a(x)             attr(res, ""gradient"") <- b(x)             return(res)         }     }     else {         fgh <- function(x) {             res <- a(x)             return(res)         }     }     nlm(f = fgh, p = runif(k * k), check.analyticals = TRUE) }",modeling,510335135739297e8,430
"nlmTest <- function() {     a <- cfLambdaT(X, y, k)     yy <- ifelse(y == 1, 0, 1)     b <- gfLambdaT(X, y, k)     fgh <- function(x) {         res <- a(x)         attr(res, ""gradient"") <- b(x)         return(res)     }     nlm(f = fgh, p = runif(k * k), check.analyticals = TRUE) }",modeling,510335135739297e8,430
"nlmTestReg <- function() {     a <- cfLambdaReg(X, y, k, lambda = 1000)     b <- gfLambdaReg(X, ifelse(y == 1, 1, 1), k, lambda = 1000)     fgh <- function(x) {         res <- a(x)         attr(res, ""gradient"") <- b(x)         return(res)     }     nlm(f = fgh, p = runif(k * k), check.analyticals = TRUE) }",modeling,510335135739297e8,430
rm(list = ls()),setup,510335135739297e8,430
library(ggplot2),import,510335135739297e8,430
library(reshape2),import,510335135739297e8,430
library(plyr),import,510335135739297e8,430
"setwd(""/Users/pascaltimshel/git/snpsnap/analysis/validation_summary_stats_inputEQmatched"")",setup,510335135739297e8,430
"path.base = ""/Users/pascaltimshel/snpsnap/validation_07-08-2014""",setup,510335135739297e8,430
"analysis_name = ""SNPsnap_rand100_defaultMatchCrit_n100_excludeInputHLA""",setup,510335135739297e8,430
"path.analysis = file.path(path.base, analysis_name)",setup,510335135739297e8,430
"file.annotation.input = file.path(path.analysis, ""input_snps_annotated.tab"")",setup,510335135739297e8,430
"file.annotation.matched = file.path(path.analysis, ""matched_snps_annotated.tab"")",setup,510335135739297e8,430
df.input = read.delim(file.annotation.input),import,510335135739297e8,430
df.matched = read.delim(file.annotation.matched),import,510335135739297e8,430
"df.matched[, ""set""] <- as.factor(df.matched[, ""set""])",data cleaning,510335135739297e8,430
str(df.matched),exploratory,510335135739297e8,430
sig$varI <- a$aa + a$ad + a$da + a$dd,modeling,324950942071155e8,434
"prop <- subset(sig, select = c(varA, varI, varD))",evaluation,324950942071155e8,434
"prop <- prop[order(prop$varA + prop$varI + prop$varD, decreasing = T),      ]",evaluation,324950942071155e8,434
prop$index <- 1:nrow(prop),evaluation,324950942071155e8,434
"prop <- melt(prop, id = c(""index""))",data cleaning,324950942071155e8,434
"prop <- prop[nrow(prop):1, ]",evaluation,324950942071155e8,434
"prop$variable <- factor(prop$variable, levels = c(""varI"", ""varD"",      ""varA""))",evaluation,324950942071155e8,434
"levels(prop$variable) <- c(""Interaction"", ""Dominance"", ""Additive"")",evaluation,324950942071155e8,434
"df.stat.input <- summarise(df.input, set = as.factor(""input""),      origin = as.factor(""input""), N = nrow(df.input), mean_freq_bin = mean(freq_bin),      mean_gene_count = mean(gene_count), mean_dist_nearest_gene_snpsnap = mean(dist_nearest_gene_snpsnap),      mean_friends_ld05 = mean(friends_ld05), min_friends_ld05 = min(friends_ld05),      max_friends_ld05 = max(friends_ld05), median_gene_count = median(gene_count))",exploratory,510335135739297e8,430
"p1 <- ggplot(prop, aes(y = value, x = index)) + geom_bar(stat = ""identity"",      aes(fill = variable, colour = variable), position = position_stack(width = 0)) +      scale_fill_brewer(""Variance component"") + scale_colour_brewer(""Variance component"") +      ylab(""Phenotypic variance"") + xlab("""") + coord_flip() + theme(legend.position = ""none"") +      theme(axis.text.y = element_text(size = 0), axis.ticks.y = element_line(size = 0))",visualization,324950942071155e8,434
"ggsave(""~/repo/eQTL-2D/analysis/images/proportion_additive.pdf"",      width = 10, height = 10)",export,324950942071155e8,434
ptm <- proc.time(),exploratory,510335135739297e8,430
"a <- as.data.frame(do.call(rbind, sig$vc))",data cleaning,324950942071155e8,434
sig$varA <- a$.a + a$a.,evaluation,324950942071155e8,434
sig$varD <- a$.d + a$d.,modeling,324950942071155e8,434
